413406170,122.284015,29.84910667,9.1,323.7,323,0,0,1
414400330,122.2755467,29.89760333,11.1,191,186,0,0,1
413406170,122.2839864,29.84914131,9.1,323.7,323,0,0,2
414400330,122.2755413,29.89757555,11.1,191,186,0,0,2
413406170,122.2839579,29.84917595,9.1,323.7,323,0,0,3
414400330,122.2755359,29.89754777,11.1,191,186,0,0,3
413406170,122.2839293,29.84921059,9.1,323.7,323,0,0,4
414400330,122.2755305,29.89752,11.1,191,186,0,0,4
413406170,122.2839008,29.84924523,9.1,323.7,323,0,0,5
414400330,122.275525,29.89749222,11.1,191,186,0,0,5
413406170,122.2838722,29.84927986,9.1,323.7,323,0,0,6
414400330,122.2755196,29.89746444,11.1,191,186,0,0,6
413406170,122.2838437,29.8493145,9.1,323.7,323,0,0,7
414400330,122.2755142,29.89743666,11.1,191,186,0,0,7
413406170,122.2838151,29.84934914,9.1,323.7,323,0,0,8
414400330,122.2755088,29.89740889,11.1,191,186,0,0,8
413406170,122.2837866,29.84938378,9.1,323.7,323,0,0,9
414400330,122.2755034,29.89738111,11.1,191,186,0,0,9
413406170,122.283758,29.84941842,9.1,323.7,323,0,0,10
414400330,122.275498,29.89735333,11.1,191,186,0,0,10
413406170,122.2837295,29.84945306,9.1,323.7,323,0,0,11
414400330,122.2754925,29.89732555,11.1,191,186,0,0,11
413406170,122.2837009,29.8494877,9.1,323.7,323,0,0,12
414400330,122.2754871,29.89729778,11.1,191,186,0,0,12
413406170,122.2836723,29.84952234,9.1,323.7,323,0,0,13
414400330,122.2754817,29.89727,11.1,191,186,0,0,13
413406170,122.2836438,29.84955697,9.1,323.7,323,0,0,14
414400330,122.2754763,29.89724222,11.1,191,186,0,0,14
413406170,122.2836152,29.84959161,9.1,323.7,323,0,0,15
414400330,122.2754709,29.89721444,11.1,191,186,0,0,15
413406170,122.2835867,29.84962625,9.1,323.7,323,0,0,16
414400330,122.2754655,29.89718667,11.1,191,186,0,0,16
413406170,122.2835581,29.84966089,9.1,323.7,323,0,0,17
414400330,122.27546,29.89715889,11.1,191,186,0,0,17
413406170,122.2835296,29.84969553,9.1,323.7,323,0,0,18
414400330,122.2754546,29.89713111,11.1,191,186,0,0,18
413406170,122.283501,29.84973017,9.1,323.7,323,0,0,19
414400330,122.2754492,29.89710333,11.1,191,186,0,0,19
413406170,122.2834725,29.84976481,9.1,323.7,323,0,0,20
414400330,122.2754438,29.89707555,11.1,191,186,0,0,20
413406170,122.2834439,29.84979945,9.1,323.7,323,0,0,21
414400330,122.2754384,29.89704778,11.1,191,186,0,0,21
413406170,122.2834153,29.84983409,9.1,323.7,323,0,0,22
414400330,122.275433,29.89702,11.1,191,186,0,0,22
413406170,122.2833868,29.84986872,9.1,323.7,323,0,0,23
414400330,122.2754275,29.89699222,11.1,191,186,0,0,23
413406170,122.2833582,29.84990336,9.1,323.7,323,0,0,24
414400330,122.2754221,29.89696444,11.1,191,186,0,0,24
413406170,122.2833297,29.849938,9.1,323.7,323,0,0,25
414400330,122.2754167,29.89693667,11.1,191,186,0,0,25
413406170,122.2833011,29.84997264,9.1,323.7,323,0,0,26
414400330,122.2754113,29.89690889,11.1,191,186,0,0,26
413406170,122.2832726,29.85000728,9.1,323.7,323,0,0,27
414400330,122.2754059,29.89688111,11.1,191,186,0,0,27
413406170,122.283244,29.85004192,9.1,323.7,323,0,0,28
414400330,122.2754005,29.89685333,11.1,191,186,0,0,28
413406170,122.2832155,29.85007656,9.1,323.7,323,0,0,29
414400330,122.275395,29.89682556,11.1,191,186,0,0,29
413406170,122.2831869,29.8501112,9.1,323.7,323,0,0,30
414400330,122.2753896,29.89679778,11.1,191,186,0,0,30
413406170,122.2831584,29.85014584,9.1,323.7,323,0,0,31
414400330,122.2753842,29.89677,11.1,191,186,0,0,31
413406170,122.2831298,29.85018047,9.1,323.7,323,0,0,32
414400330,122.2753788,29.89674222,11.1,191,186,0,0,32
413406170,122.2831012,29.85021511,9.1,323.7,323,0,0,33
414400330,122.2753734,29.89671444,11.1,191,186,0,0,33
413406170,122.2830727,29.85024975,9.1,323.7,323,0,0,34
414400330,122.275368,29.89668667,11.1,191,186,0,0,34
413406170,122.2830441,29.85028439,9.1,323.7,323,0,0,35
414400330,122.2753625,29.89665889,11.1,191,186,0,0,35
413406170,122.2830156,29.85031903,9.1,323.7,323,0,0,36
414400330,122.2753571,29.89663111,11.1,191,186,0,0,36
413406170,122.282987,29.85035367,9.1,323.7,323,0,0,37
414400330,122.2753517,29.89660333,11.1,191,186,0,0,37
413406170,122.2829585,29.85038831,9.1,323.7,323,0,0,38
414400330,122.2753463,29.89657556,11.1,191,186,0,0,38
413406170,122.2829299,29.85042295,9.1,323.7,323,0,0,39
414400330,122.2753409,29.89654778,11.1,191,186,0,0,39
413406170,122.2829014,29.85045758,9.1,323.7,323,0,0,40
414400330,122.2753355,29.89652,11.1,191,186,0,0,40
413406170,122.2828728,29.85049222,9.1,323.7,323,0,0,41
414400330,122.27533,29.89649222,11.1,191,186,0,0,41
413406170,122.2828442,29.85052686,9.1,323.7,323,0,0,42
414400330,122.2753246,29.89646445,11.1,191,186,0,0,42
413406170,122.2828157,29.8505615,9.1,323.7,323,0,0,43
414400330,122.2753192,29.89643667,11.1,191,186,0,0,43
413406170,122.2827871,29.85059614,9.1,323.7,323,0,0,44
414400330,122.2753138,29.89640889,11.1,191,186,0,0,44
413406170,122.2827586,29.85063078,9.1,323.7,323,0,0,45
414400330,122.2753084,29.89638111,11.1,191,186,0,0,45
413406170,122.28273,29.85066542,9.1,323.7,323,0,0,46
414400330,122.275303,29.89635334,11.1,191,186,0,0,46
